episode_id;part_idx;scene_idx;speaker;text;broll_query;title;template_url
dementia_vegetables;1;21;Michael;Not directly. They bind to calcium in your blood — calcium that was supposed to reach your brain. Without calcium, your neurons can't communicate properly.;;dementia_vegetables_p1;
dementia_vegetables;1;22;Hiroshi;Calcium is CRITICAL for synaptic function, yes?;;dementia_vegetables_p1;
dementia_vegetables;1;23;Michael;Absolutely! Synapses fire using calcium signals. Block the calcium... synapses misfire... memory formation slows down... and cognitive decline accelerates like a runaway train.;;dementia_vegetables_p1;
dementia_vegetables;1;24;Hiroshi;You know what's fascinating? In Okinawa, where dementia rates are forty percent LOWER than the United States... spinach is almost never served to people over sixty.;;dementia_vegetables_p1;
dementia_vegetables;1;25;Michael;Coincidence?;;dementia_vegetables_p1;
dementia_vegetables;1;26;Hiroshi;I stopped believing in coincidences twenty years ago.;;dementia_vegetables_p1;
dementia_vegetables;1;27;Michael;"Now, people always say to me: ""Just cook it! Boiling removes the oxalates, right?""";;dementia_vegetables_p1;
dementia_vegetables;1;28;Hiroshi;Does it?;;dementia_vegetables_p1;
dementia_vegetables;1;29;Michael;No. This is the lie the health industry keeps spreading. Oxalates are heat-stable molecules — you can boil spinach for an HOUR, and those crystals remain completely intact.;"boiling spinach pot steam;";dementia_vegetables_p1;
dementia_vegetables;1;30;Hiroshi;So whether it's raw in a salad or cooked in a soup... after sixty, it's damaging your brain.;;dementia_vegetables_p1;
dementia_vegetables;1;31;Michael;Every. Single. Bite.;;dementia_vegetables_p1;
dementia_vegetables;1;32;Hiroshi;Vegetable number two is even MORE controversial.;;dementia_vegetables_p1;
dementia_vegetables;1;33;Michael;Oh boy...;;dementia_vegetables_p1;
dementia_vegetables;1;34;Hiroshi;TOMATOES.;;dementia_vegetables_p1;
dementia_vegetables;1;35;Michael;Hiroshi, stop right there! Tomatoes are the FOUNDATION of Mediterranean diets — and those people live to be a hundred!;"fresh red tomatoes close;";dementia_vegetables_p1;
dementia_vegetables;1;36;Hiroshi;True... but there's a critical difference you're missing.;;dementia_vegetables_p1;
dementia_vegetables;1;37;Michael;Which is?;;dementia_vegetables_p1;
dementia_vegetables;1;38;Hiroshi;Mediterranean elders eat tomatoes COOKED, slowly simmered with olive oil, in small amounts as part of a meal. Americans? They eat raw tomatoes in massive salads, dump ketchup on everything, drink tomato juice by the gallon.;;dementia_vegetables_p1;
dementia_vegetables;1;39;Michael;Okay, but what's the actual HARM?;;dementia_vegetables_p1;
dementia_vegetables;1;40;Hiroshi;Solanine — a glycoalkaloid toxin that's concentrated in tomatoes. And here's the terrifying part: it crosses the blood-brain barrier.;;dementia_vegetables_p1;
dementia_vegetables;1;41;Michael;Once it's IN the brain, what does it do?;;dementia_vegetables_p1;
dementia_vegetables;1;42;Hiroshi;It disrupts acetylcholine production — that's the neurotransmitter responsible for memory and learning. Without acetylcholine, your brain literally can't form new memories.;"brain acetylcholine receptors medical;";dementia_vegetables_p1;
dementia_vegetables;1;43;Michael;That's... that's the same mechanism as Alzheimer's drugs. They try to BOOST acetylcholine.;;dementia_vegetables_p1;
dementia_vegetables;1;44;Hiroshi;Exactly! You're taking medications to increase it... while eating tomatoes that destroy it. It's medical insanity.;;dementia_vegetables_p1;
dementia_vegetables;1;45;Michael;"In Eastern medicine, you talk about ""cold dampness"" in the brain from tomatoes, right?";;dementia_vegetables_p1;
dementia_vegetables;1;46;Hiroshi;Yes... but you always want the scientific translation.;;dementia_vegetables_p1;
dementia_vegetables;1;47;Michael;I do!;;dementia_vegetables_p1;
dementia_vegetables;1;48;Hiroshi;Cold dampness means tomatoes slow cerebral circulation — blood flow to the brain decreases, especially in elderly people whose circulation is already compromised.;"reduced blood flow brain medical;";dementia_vegetables_p1;
dementia_vegetables;1;49;Michael;Reduced perfusion... less oxygen, less glucose reaching neurons. That's a recipe for cognitive decline.;;dementia_vegetables_p1;
dementia_vegetables;1;50;Hiroshi;Your science just validated two thousand years of Chinese medicine.;;dementia_vegetables_p1;
dementia_vegetables;1;51;Michael;There's a study from Rush University — twenty fourteen — they tracked over fifteen hundred elderly participants for six years.;;dementia_vegetables_p1;
dementia_vegetables;1;52;Hiroshi;What did they find?;;dementia_vegetables_p1;
dementia_vegetables;1;53;Michael;Those consuming high amounts of solanine vegetables — tomatoes, peppers, eggplant — showed thirty-seven percent FASTER cognitive decline compared to those who avoided them.;;dementia_vegetables_p1;
dementia_vegetables;1;54;Hiroshi;"Thirty-seven percent! And doctors STILL recommend tomatoes for ""heart health""!";;dementia_vegetables_p1;
dementia_vegetables;1;55;Michael;Because they're obsessed with lycopene — the antioxidant. But they completely ignore the solanine sitting right next to it.;;dementia_vegetables_p1;
dementia_vegetables;1;56;Hiroshi;Classic Western reductionism... one good molecule doesn't cancel out the poison.;;dementia_vegetables_p1;
dementia_vegetables;1;57;Michael;Now... vegetable number three. This is where people will REALLY fight us.;;dementia_vegetables_p1;
dementia_vegetables;1;58;Hiroshi;I can already feel the angry comments coming...;;dementia_vegetables_p1;
dementia_vegetables;1;59;Michael;POTATOES.;;dementia_vegetables_p1;
dementia_vegetables;1;60;Hiroshi;Michael, STOP! You can't attack potatoes! Mashed potatoes, baked potatoes, French fries — this is AMERICA!;"raw potatoes rustic;";dementia_vegetables_p1;
dementia_vegetables;1;61;Michael;And THAT is exactly why American dementia rates are skyrocketing while Japan's remain stable.;;dementia_vegetables_p1;
dementia_vegetables;1;62;Hiroshi;Okay... I'm listening. But this better be good.;;dementia_vegetables_p1;
dementia_vegetables;1;63;Michael;Potatoes spike your blood sugar FASTER than eating pure table sugar. A baked potato has a glycemic index of ninety-five... table sugar is only sixty-five. Let that sink in.;;dementia_vegetables_p1;
dementia_vegetables;1;64;Hiroshi;So every time someone eats a potato...;;dementia_vegetables_p1;
dementia_vegetables;1;65;Michael;Their blood sugar EXPLODES. And over years of this... it causes insulin resistance, not just in the body, but specifically IN THE BRAIN.;;dementia_vegetables_p1;
dementia_vegetables;1;66;Hiroshi;"They call that ""type three diabetes,"" yes?";;dementia_vegetables_p1;
dementia_vegetables;1;67;Michael;Exactly. Alzheimer's disease is literally brain diabetes. Your neurons become resistant to insulin... they can't absorb glucose anymore... and they slowly STARVE to death.;"starving neurons medical animation;";dementia_vegetables_p1;
dementia_vegetables;1;68;Hiroshi;And memory dies first.;;dementia_vegetables_p1;
dementia_vegetables;1;69;Michael;Always. Now here's the myth that drives me CRAZY...;;dementia_vegetables_p1;
dementia_vegetables;1;70;Hiroshi;"Let me guess — ""sweet potatoes are fine because they're healthier""?";;dementia_vegetables_p1;
