episode_id;part_idx;scene_idx;speaker;text;title;template_url;;;;;
ep_fruits_danger;1;25;Michael;All statins except pravastatin and rosuvastatin. Blood pressure meds like felodipine. Immunosuppressants. Some psychiatric medications. Certain cancer drugs.;ep_fruits_danger_part_1;;;;;;
ep_fruits_danger;1;26;Hiroshi;So if someone is on any of these, complete avoidance?;ep_fruits_danger_part_1;;;;;;
ep_fruits_danger;1;27;Michael;Yes. Not even a little bit. The risk isn't worth it. Switch to oranges, tangerines, or berries.;ep_fruits_danger_part_1;;;;;;
ep_fruits_danger;1;28;Hiroshi;And what about pomelo? It's similar to grapefruit.;ep_fruits_danger_part_1;;;;;;
ep_fruits_danger;1;29;Michael;Same problem. Pomelo has the same enzyme-blocking compounds. Seville oranges used in marmalades too.;ep_fruits_danger_part_1;;;;;;
ep_fruits_danger;1;30;Hiroshi;What's number two on the dangerous list?;ep_fruits_danger_part_1;;;;;;
ep_fruits_danger;1;31;Michael;Bananas. And I know that sounds crazy because everyone thinks bananas are the perfect healthy snack.;ep_fruits_danger_part_1;;;;;;
ep_fruits_danger;1;32;Hiroshi;But the potassium?;ep_fruits_danger_part_1;;;;;;
ep_fruits_danger;1;33;Michael;Exactly. One medium banana has about 420 milligrams of potassium. That's great for most people. But if you're on certain heart medications, it can be dangerous.;ep_fruits_danger_part_1;;;;;;
ep_fruits_danger;1;34;Hiroshi;Which medications?;ep_fruits_danger_part_1;;;;;;
ep_fruits_danger;1;35;Michael;ACE inhibitors like lisinopril, enalapril. ARBs like losartan. Potassium-sparing diuretics like spironolactone. These medications make your body hold onto potassium.;ep_fruits_danger_part_1;;;;;;
ep_fruits_danger;1;36;Hiroshi;So adding more potassium from bananas?;ep_fruits_danger_part_1;;;;;;
ep_fruits_danger;1;37;Michael;Can push you into hyperkalemia. Too much potassium in the blood. That causes irregular heartbeat, muscle weakness, even cardiac arrest.;ep_fruits_danger_part_1;;;;;;
ep_fruits_danger;1;38;Hiroshi;I had a similar case in Tokyo. Elderly woman, lisinopril for blood pressure. She ate two bananas every morning.;ep_fruits_danger_part_1;;;;;;
ep_fruits_danger;1;39;Michael;What happened?;ep_fruits_danger_part_1;;;;;;
ep_fruits_danger;1;40;Hiroshi;She came in with heart palpitations. Her potassium was dangerously high. We had to adjust her medication and limit her banana intake.;ep_fruits_danger_part_1;;;;;;
ep_fruits_danger;2;1;Michael;And that's the key. Limit, not eliminate. One banana a week? Probably fine for most people. Two a day? That's a problem.;ep_fruits_danger_part_2;;;;;;
ep_fruits_danger;2;2;Hiroshi;In Japan, we eat smaller portions of everything. One small banana, shared. Not the giant ones in American supermarkets.;ep_fruits_danger_part_2;;;;;;
ep_fruits_danger;2;3;Michael;Good point. American bananas are huge. Easily 500 to 600 milligrams of potassium each.;ep_fruits_danger_part_2;;;;;;
ep_fruits_danger;2;4;Hiroshi;What other high-potassium fruits should people watch?;ep_fruits_danger_part_2;;;;;;
ep_fruits_danger;2;5;Michael;Avocados, surprisingly high. Cantaloupe. Dried fruits like raisins and dates. If you're on those medications, talk to your doctor about safe amounts.;ep_fruits_danger_part_2;;;;;;
ep_fruits_danger;2;6;Hiroshi;Number three on the avoid list?;ep_fruits_danger_part_2;;;;;;
ep_fruits_danger;2;7;Michael;Oranges and orange juice. But not for the reason you think.;ep_fruits_danger_part_2;;;;;;
ep_fruits_danger;2;8;Hiroshi;The acidity?;ep_fruits_danger_part_2;;;;;;
ep_fruits_danger;2;9;Michael;Partly. Orange juice is very acidic. That can interfere with medications that need to be absorbed in an alkaline environment.;ep_fruits_danger_part_2;;;;;;
ep_fruits_danger;2;10;Hiroshi;Like which ones?;ep_fruits_danger_part_2;;;;;;
ep_fruits_danger;2;11;Michael;Some antibiotics like ciprofloxacin. Certain osteoporosis medications. Aluminum-containing antacids. The acid prevents proper absorption.;ep_fruits_danger_part_2;;;;;;
ep_fruits_danger;2;12;Hiroshi;So the medication just passes through without working?;ep_fruits_danger_part_2;;;;;;
ep_fruits_danger;2;13;Michael;Essentially. You think you're taking your medicine, but you're getting maybe 30 to 40 percent effectiveness.;ep_fruits_danger_part_2;;;;;;
ep_fruits_danger;2;14;Hiroshi;In Japan, we eat mikan. They're less acidic than American oranges. Sweeter, gentler on the stomach.;ep_fruits_danger_part_2;;;;;;
ep_fruits_danger;2;15;Michael;That's smart. Because orange juice in particular, people drink huge glasses. That's a lot of acid hitting your system at once.;ep_fruits_danger_part_2;;;;;;
ep_fruits_danger;2;16;Hiroshi;And the sugar content in orange juice?;ep_fruits_danger_part_2;;;;;;
ep_fruits_danger;2;17;Michael;Through the roof. One glass has as much sugar as a can of soda. For seniors with diabetes or pre-diabetes, that's a blood sugar spike.;ep_fruits_danger_part_2;;;;;;
ep_fruits_danger;2;18;Hiroshi;We always say, eat the orange, don't drink the juice. The fiber slows sugar absorption.;ep_fruits_danger_part_2;;;;;;
ep_fruits_danger;2;19;Michael;Exactly. But even then, timing matters. Don't take your morning medications with orange juice.;ep_fruits_danger_part_2;;;;;;
ep_fruits_danger;2;20;Hiroshi;Wait at least 30 minutes before or after?;ep_fruits_danger_part_2;;;;;;
ep_fruits_danger;2;21;Michael;At least. Two hours is safer. Or just switch to water for taking meds. It's the safest option.;ep_fruits_danger_part_2;;;;;;
ep_fruits_danger;2;22;Hiroshi;What's number four?;ep_fruits_danger_part_2;;;;;;
ep_fruits_danger;2;23;Michael;Mangoes. Especially for people with diabetes.;ep_fruits_danger_part_2;;;;;;
ep_fruits_danger;2;24;Hiroshi;But mangoes are so popular in tropical climates. Considered very healthy.;ep_fruits_danger_part_2;;;;;;
ep_fruits_danger;2;25;Michael;They are healthy. But they're also incredibly high in sugar. One medium mango has about 45 grams of sugar. That's more than a candy bar.;ep_fruits_danger_part_2;;;;;;
ep_fruits_danger;2;26;Hiroshi;And for someone on metformin or insulin?;ep_fruits_danger_part_2;;;;;;
ep_fruits_danger;2;27;Michael;It's a blood sugar roller coaster. The sugar spikes, the medication tries to compensate, you crash later. People feel exhausted, hungry again in an hour.;ep_fruits_danger_part_2;;;;;;
ep_fruits_danger;2;28;Hiroshi;In Japan, we eat mango occasionally. Small pieces. Not the whole fruit in one sitting.;ep_fruits_danger_part_2;;;;;;
ep_fruits_danger;2;29;Michael;That's the key. Portion control. A few slices as dessert? Fine. Half a mango blended into a smoothie with other fruit? That's too much.;ep_fruits_danger_part_2;;;;;;
ep_fruits_danger;2;30;Hiroshi;What about dried mango?;ep_fruits_danger_part_2;;;;;;
ep_fruits_danger;2;31;Michael;Even worse. All the sugar, concentrated. Plus many dried fruits have added sugar. Read the label.;ep_fruits_danger_part_2;;;;;;
ep_fruits_danger;2;32;Hiroshi;So for seniors with diabetes, what's safe?;ep_fruits_danger_part_2;;;;;;
ep_fruits_danger;2;33;Michael;Berries. Always berries. Blueberries, strawberries, raspberries. Low sugar, high fiber, packed with antioxidants.;ep_fruits_danger_part_2;;;;;;
ep_fruits_danger;2;34;Hiroshi;We'll get to those in the good fruits section.;ep_fruits_danger_part_2;;;;;;
ep_fruits_danger;2;35;Michael;Right. But bottom line on mangoes. If you have diabetes or pre-diabetes, limit them. And never eat them alone. Always pair with protein or healthy fat.;ep_fruits_danger_part_2;;;;;;
ep_fruits_danger;2;36;Hiroshi;The protein slows sugar absorption?;ep_fruits_danger_part_2;;;;;;
ep_fruits_danger;2;37;Michael;Exactly. A few mango slices with Greek yogurt? Much better than mango by itself.;ep_fruits_danger_part_2;;;;;;
ep_fruits_danger;2;38;Hiroshi;What's the fifth fruit to avoid?;ep_fruits_danger_part_2;;;;;;
ep_fruits_danger;2;39;Michael;Cherries. Specifically tart cherry juice. People drink it for gout, for inflammation. But it can be dangerous.;ep_fruits_danger_part_2;;;;;;
ep_fruits_danger;2;40;Hiroshi;I've heard this is popular in America for joint pain.;ep_fruits_danger_part_2;;;;;;
ep_fruits_danger;3;1;Michael;Very popular. But if you're on blood thinners like warfarin, cherry juice can increase your bleeding risk dramatically.;ep_fruits_danger_part_3;;;;;;
ep_fruits_danger;3;2;Hiroshi;How does that work?;ep_fruits_danger_part_3;;3;Hiroshi;"But for most people over 50? <break time=""0.5s"" /> 14-16 hours is the sweet spot.";ep_if_autophagy_part_6;
ep_fruits_danger;3;3;Michael;Cherries contain compounds that have mild blood-thinning effects. Combined with warfarin, it's too much. People get nosebleeds, bruising, internal bleeding.;ep_fruits_danger_part_3;;;;;;
ep_fruits_danger;3;4;Hiroshi;Did you have a patient with this?;ep_fruits_danger_part_3;;;;;;
ep_fruits_danger;3;5;Michael;Yes. Elderly man, 78, on warfarin for atrial fibrillation. Started drinking tart cherry juice for his gout. Two weeks later, he's bruising all over.;ep_fruits_danger_part_3;;;;;;
ep_fruits_danger;3;6;Hiroshi;His INR was too high?;ep_fruits_danger_part_3;;;;;;
ep_fruits_danger;3;7;Michael;Way too high. We had to stop the cherry juice, adjust his warfarin dose. It took weeks to stabilize.;ep_fruits_danger_part_3;;;;;;
ep_fruits_danger;3;8;Hiroshi;In Japan, we use umeboshi for digestion. Pickled plums. Much safer, no blood-thinning effect.;ep_fruits_danger_part_3;;;;;;
ep_fruits_danger;3;9;Michael;That's a better option. Look, cherries themselves, fresh cherries, are probably fine in small amounts. But the concentrated juice? That's where the problem is.;ep_fruits_danger_part_3;;;;;;
ep_fruits_danger;3;10;Hiroshi;So if someone wants cherries for inflammation?;ep_fruits_danger_part_3;;;;;;
ep_fruits_danger;3;11;Michael;Talk to your doctor first. Especially if you're on warfarin, Plavix, aspirin, any blood thinner.;ep_fruits_danger_part_3;;;;;;
ep_fruits_danger;3;12;Hiroshi;There are safer anti-inflammatory options?;ep_fruits_danger_part_3;;;;;;
ep_fruits_danger;3;13;Michael;Absolutely. Turmeric, ginger, omega-3s from fish. Those won't interact with blood thinners the same way.;ep_fruits_danger_part_3;;;;;;
ep_fruits_danger;3;14;Hiroshi;Alright. We've covered five fruits to be careful with. Now the good news. Five fruits seniors should eat regularly.;ep_fruits_danger_part_3;;;;;;
ep_fruits_danger;3;15;Michael;Finally. The fruits that can actually add years to your life.;ep_fruits_danger_part_3;;;;;;
ep_fruits_danger;3;16;Hiroshi;Number one on this list is my favorite. Blueberries.;ep_fruits_danger_part_3;;;;;;
ep_fruits_danger;3;17;Michael;Blueberries are the gold standard for brain health. Study after study shows they reduce cognitive decline.;ep_fruits_danger_part_3;;;;;;
ep_fruits_danger;3;18;Hiroshi;What's the mechanism?;ep_fruits_danger_part_3;;;;;;
ep_fruits_danger;3;19;Michael;Anthocyanins. Powerful antioxidants that cross the blood-brain barrier. They reduce inflammation in the brain, protect neurons, improve memory.;ep_fruits_danger_part_3;;;;;;
ep_fruits_danger;3;20;Hiroshi;In Japan, we have a similar berry. Smaller, called bilberry. Very popular with elderly.;ep_fruits_danger_part_3;;;;;;
ep_fruits_danger;3;21;Michael;Same family. Same benefits. One study followed seniors for 20 years. Those who ate blueberries regularly had 40 percent lower Alzheimer's risk.;ep_fruits_danger_part_3;;;;;;
ep_fruits_danger;3;22;Hiroshi;Forty percent. That's remarkable.;ep_fruits_danger_part_3;;;;;;
ep_fruits_danger;3;23;Michael;And it's not just brain health. Blueberries lower blood pressure, reduce arterial stiffness, improve cholesterol.;ep_fruits_danger_part_3;;;;;;
ep_fruits_danger;3;24;Hiroshi;How much should people eat?;ep_fruits_danger_part_3;;;;;;
ep_fruits_danger;3;25;Michael;Half a cup to one cup daily. Fresh or frozen, doesn't matter. Frozen actually retains nutrients better sometimes.;ep_fruits_danger_part_3;;;;;;
ep_fruits_danger;3;26;Hiroshi;We eat them in yogurt, in tea, sometimes just frozen as a snack.;ep_fruits_danger_part_3;;;;;;
ep_fruits_danger;3;27;Michael;Perfect. And here's the best part. Blueberries are safe with virtually all medications. No interactions.;ep_fruits_danger_part_3;;;;;;
ep_fruits_danger;3;28;Hiroshi;Even for diabetics?;ep_fruits_danger_part_3;;;;;;
ep_fruits_danger;3;29;Michael;Especially for diabetics. Low sugar, high fiber. They actually help regulate blood sugar.;ep_fruits_danger_part_3;;;;;;
ep_fruits_danger;3;30;Hiroshi;What's number two?;ep_fruits_danger_part_3;;;;;;
ep_fruits_danger;3;31;Michael;Apples. And yes, the old saying is true. An apple a day really does keep the doctor away.;ep_fruits_danger_part_3;;;;;;
ep_fruits_danger;3;32;Hiroshi;What makes apples so special?;ep_fruits_danger_part_3;;;;;;
ep_fruits_danger;3;33;Michael;Pectin. It's a type of soluble fiber that feeds your gut bacteria, lowers cholesterol, stabilizes blood sugar.;ep_fruits_danger_part_3;;;;;;
ep_fruits_danger;3;34;Hiroshi;And apples are safe for everyone?;ep_fruits_danger_part_3;;;;;;
ep_fruits_danger;3;35;Michael;Pretty much. No medication interactions. Low glycemic index. Easy to digest. Portable.;ep_fruits_danger_part_3;;;;;;
ep_fruits_danger;3;36;Hiroshi;In Japan, we have Fuji apples. Very crisp, slightly sweet.;ep_fruits_danger_part_3;;;;;;
ep_fruits_danger;3;37;Michael;Perfect. Any variety works. Granny Smith, Honeycrisp, Gala. The key is eating the whole apple, not just juice.;ep_fruits_danger_part_3;;;;;;
ep_fruits_danger;3;38;Hiroshi;The skin has most of the nutrients?;ep_fruits_danger_part_3;;;;;;
ep_fruits_danger;3;39;Michael;The skin and the flesh right beneath it. That's where the polyphenols are. Don't peel them.;ep_fruits_danger_part_3;;;;;;
ep_fruits_danger;3;40;Hiroshi;I had a patient who reversed pre-diabetes with one apple a day and walking.;ep_fruits_danger_part_3;;;;;;
ep_fruits_danger;4;1;Michael;That doesn't surprise me. Apples slow sugar absorption. They make you feel full. People naturally eat less junk.;ep_fruits_danger_part_4;;;;;;
ep_fruits_danger;4;2;Hiroshi;And the fiber helps with constipation, common problem in elderly.;ep_fruits_danger_part_4;;;;;;
ep_fruits_danger;4;3;Michael;Absolutely. One apple has four grams of fiber. Most seniors don't get enough fiber.;ep_fruits_danger_part_4;;;;;;
ep_fruits_danger;4;4;Hiroshi;So one apple daily, with skin?;ep_fruits_danger_part_4;;;;;;
ep_fruits_danger;4;5;Michael;Minimum. Two is even better. Morning snack and afternoon snack.;ep_fruits_danger_part_4;;;;;;
ep_fruits_danger;4;6;Hiroshi;Number three on the good list?;ep_fruits_danger_part_4;;;;;;
ep_fruits_danger;4;7;Michael;Papaya. And Hiroshi, this is one where I learned from your culture.;ep_fruits_danger_part_4;;;;;;
ep_fruits_danger;4;8;Hiroshi;Papaya is very common in Asia. We eat it for digestion.;ep_fruits_danger_part_4;;;;;;
ep_fruits_danger;4;9;Michael;Because of papain. It's a digestive enzyme that breaks down proteins. For seniors with sluggish digestion, it's incredibly helpful.;ep_fruits_danger_part_4;;;;;;
ep_fruits_danger;4;10;Hiroshi;And it's anti-inflammatory?;ep_fruits_danger_part_4;;;;;;
ep_fruits_danger;4;11;Michael;Very. Studies show papaya reduces markers of inflammation better than some medications. And it's safe with most drugs.;ep_fruits_danger_part_4;;;;;;
ep_fruits_danger;4;12;Hiroshi;My grandmother ate papaya every morning. She lived to 96.;ep_fruits_danger_part_4;;;;;;
ep_fruits_danger;4;13;Michael;Not surprising. Papaya is also loaded with vitamin C, vitamin A, folate. All critical for immune function.;ep_fruits_danger_part_4;;;;;;
ep_fruits_danger;4;14;Hiroshi;How much should people eat?;ep_fruits_danger_part_4;;;;;;
ep_fruits_danger;4;15;Michael;Half a papaya, three to four times a week. Or a cup of chopped papaya daily.;ep_fruits_danger_part_4;;;;;;
ep_fruits_danger;4;16;Hiroshi;Fresh is better than dried?;ep_fruits_danger_part_4;;;;;;
ep_fruits_danger;4;17;Michael;Always. Dried fruit loses enzymes and adds concentrated sugar. Stick with fresh.;ep_fruits_danger_part_4;;;;;;
ep_fruits_danger;4;18;Hiroshi;And for seniors with acid reflux?;ep_fruits_danger_part_4;;;;;;
ep_fruits_danger;4;19;Michael;Papaya can actually help. It's alkaline, soothes the esophagus. Unlike citrus fruits that worsen reflux.;ep_fruits_danger_part_4;;;;;;
ep_fruits_danger;4;20;Hiroshi;We also use papaya leaf tea. Very gentle on stomach.;ep_fruits_danger_part_4;;;;;;
ep_fruits_danger;4;21;Michael;That's a great option too. The leaves have similar enzymes.;ep_fruits_danger_part_4;;;;;;
ep_fruits_danger;4;22;Hiroshi;What's number four?;ep_fruits_danger_part_4;;;;;;
ep_fruits_danger;4;23;Michael;Kiwi. Two kiwis before bed can change your life.;ep_fruits_danger_part_4;;;;;;
ep_fruits_danger;4;24;Hiroshi;For sleep?;ep_fruits_danger_part_4;;;;;;
ep_fruits_danger;4;25;Michael;Exactly. There was a study in Taiwan. People who ate two kiwis one hour before bed fell asleep 35 percent faster and slept 13 percent longer.;ep_fruits_danger_part_4;;;;;;
ep_fruits_danger;4;26;Hiroshi;What's the mechanism?;ep_fruits_danger_part_4;;;;;;
ep_fruits_danger;4;27;Michael;Serotonin. Kiwis are one of the few fruits with significant serotonin. It regulates your sleep-wake cycle.;ep_fruits_danger_part_4;;;;;;
ep_fruits_danger;4;28;Hiroshi;And the vitamin C content?;ep_fruits_danger_part_4;;;;;;
ep_fruits_danger;4;29;Michael;Off the charts. One kiwi has more vitamin C than an orange. But without the acidity.;ep_fruits_danger_part_4;;;;;;
ep_fruits_danger;4;30;Hiroshi;So for seniors who can't tolerate citrus?;ep_fruits_danger_part_4;;;;;;
ep_fruits_danger;4;31;Michael;Kiwi is perfect. Gentle on the stomach, boosts immunity, helps iron absorption.;ep_fruits_danger_part_4;;;;;;
ep_fruits_danger;4;32;Hiroshi;In Japan, we have gold kiwi. Less tart, sweeter.;ep_fruits_danger_part_4;;;;;;
ep_fruits_danger;4;33;Michael;Same benefits. Green or gold, both work. And here's another benefit. Kiwi helps with constipation.;ep_fruits_danger_part_4;;;;;;
ep_fruits_danger;4;34;Hiroshi;The fiber?;ep_fruits_danger_part_4;;;;;;
ep_fruits_danger;4;35;Michael;And actinidin, another enzyme. It improves gut motility. Seniors who eat kiwi regularly report more regular bowel movements.;ep_fruits_danger_part_4;;;;;;
ep_fruits_danger;4;36;Hiroshi;Do you eat the skin?;ep_fruits_danger_part_4;;;;;;
ep_fruits_danger;4;37;Michael;You can. It's fuzzy but edible. Lots of fiber. Most people peel it though.;ep_fruits_danger_part_4;;;;;;
ep_fruits_danger;4;38;Hiroshi;And the last fruit on the good list?;ep_fruits_danger_part_4;;;;;;
ep_fruits_danger;4;39;Michael;Watermelon. Especially in summer. Seniors are chronically dehydrated and don't even realize it.;ep_fruits_danger_part_4;;;;;;
ep_fruits_danger;4;40;Hiroshi;Because thirst response decreases with age?;ep_fruits_danger_part_4;;;;;;
ep_fruits_danger;5;1;Michael;Exactly. By the time you feel thirsty at 70, you're already dehydrated. Watermelon is 92 percent water.;ep_fruits_danger_part_5;;;;;;
ep_fruits_danger;5;2;Hiroshi;And lycopene for heart health?;ep_fruits_danger_part_5;;;;;;
ep_fruits_danger;5;3;Michael;Yes. Lycopene is a powerful antioxidant. Reduces arterial stiffness, lowers blood pressure, protects against heart disease.;ep_fruits_danger_part_5;;;;;;
ep_fruits_danger;5;4;Hiroshi;Tomatoes have lycopene too?;ep_fruits_danger_part_5;;;;;;
ep_fruits_danger;5;5;Michael;They do. But watermelon has more, and it's easier to eat in quantity. Two cups of watermelon is nothing. Two cups of tomatoes? That's harder.;ep_fruits_danger_part_5;;;;;;
ep_fruits_danger;5;6;Hiroshi;And watermelon is low calorie?;ep_fruits_danger_part_5;;;;;;
ep_fruits_danger;5;7;Michael;Very. Only 46 calories per cup. You can eat a lot without worrying about weight gain.;ep_fruits_danger_part_5;;;;;;
ep_fruits_danger;5;8;Hiroshi;In Japan, watermelon is summer tradition. Families share one melon.;ep_fruits_danger_part_5;;;;;;
ep_fruits_danger;5;9;Michael;That's perfect. And here's a tip. Eat it cold. The cold temperature is refreshing, and cold foods can help lower core body temperature in summer.;ep_fruits_danger_part_5;;;;;;
ep_fruits_danger;5;10;Hiroshi;What about the seeds?;ep_fruits_danger_part_5;;;;;;
ep_fruits_danger;5;11;Michael;Seedless is easier. But if you get seeded watermelon, the seeds are actually edible. High in protein and minerals.;ep_fruits_danger_part_5;;;;;;
ep_fruits_danger;5;12;Hiroshi;Some cultures roast them.;ep_fruits_danger_part_5;;;;;;
ep_fruits_danger;5;13;Michael;Exactly. Nothing to waste.;ep_fruits_danger_part_5;;;;;;
ep_fruits_danger;5;14;Hiroshi;So we've covered ten fruits today. Five to avoid or be careful with, five to eat regularly.;ep_fruits_danger_part_5;;;;;;
ep_fruits_danger;5;15;Michael;Let's do a quick recap. The five to avoid if you're on certain medications.;ep_fruits_danger_part_5;;;;;;
ep_fruits_danger;5;16;Hiroshi;Grapefruit. Blocks medication breakdown. Over 85 drug interactions.;ep_fruits_danger_part_5;;;;;;
ep_fruits_danger;5;17;Michael;Bananas. High potassium. Dangerous with ACE inhibitors and certain diuretics.;ep_fruits_danger_part_5;;;;;;
ep_fruits_danger;5;18;Hiroshi;Oranges and orange juice. Acidity interferes with some antibiotics and medications.;ep_fruits_danger_part_5;;;;;;
ep_fruits_danger;5;19;Michael;Mangoes. Very high sugar. Problematic for diabetics on medication.;ep_fruits_danger_part_5;;;;;;
ep_fruits_danger;5;20;Hiroshi;Cherries, especially cherry juice. Increases bleeding risk with blood thinners.;ep_fruits_danger_part_5;;;;;;
ep_fruits_danger;5;21;Michael;And the five you should be eating every day.;ep_fruits_danger_part_5;;;;;;
ep_fruits_danger;5;22;Hiroshi;Blueberries. Brain health, memory, cognitive function. No medication interactions.;ep_fruits_danger_part_5;;;;;;
ep_fruits_danger;5;23;Michael;Apples. Fiber, pectin, blood sugar control. Safe for everyone.;ep_fruits_danger_part_5;;;;;;
ep_fruits_danger;5;24;Hiroshi;Papaya. Digestive enzymes, anti-inflammatory, gentle on stomach.;ep_fruits_danger_part_5;;;;;;
ep_fruits_danger;5;25;Michael;Kiwi. Sleep improvement, vitamin C, helps with constipation.;ep_fruits_danger_part_5;;;;;;
ep_fruits_danger;5;26;Hiroshi;Watermelon. Hydration, lycopene, heart health, low calorie.;ep_fruits_danger_part_5;;;;;;
ep_fruits_danger;5;27;Michael;Here's what I want you to do this week. Make a list of every medication you take.;ep_fruits_danger_part_5;;;;;;
ep_fruits_danger;5;28;Hiroshi;Bring that list to your pharmacist or doctor. Ask specifically about fruit interactions.;ep_fruits_danger_part_5;;;;;;
ep_fruits_danger;5;29;Michael;Because pharmacists know these interactions. They can tell you exactly what to avoid.;ep_fruits_danger_part_5;;;;;;
ep_fruits_danger;5;30;Hiroshi;And don't assume that because something is natural, it's safe with medications.;ep_fruits_danger_part_5;;;;;;
ep_fruits_danger;5;31;Michael;That patient I mentioned at the beginning. James. He's doing great now.;ep_fruits_danger_part_5;;;;;;
ep_fruits_danger;5;32;Hiroshi;He recovered fully?;ep_fruits_danger_part_5;;;;;;
ep_fruits_danger;5;33;Michael;Yes. But it took time. And now he eats blueberries instead of grapefruit. His cholesterol is still controlled, no muscle problems.;ep_fruits_danger_part_5;;;;;;
ep_fruits_danger;5;34;Hiroshi;Small changes make big differences.;ep_fruits_danger_part_5;;;;;;
ep_fruits_danger;5;35;Michael;Exactly. You don't need to give up fruit. You just need to know which fruits work with your medications, not against them.;ep_fruits_danger_part_5;;;;;;
ep_fruits_danger;5;36;Hiroshi;In Japan we say, food and medicine share the same source.;ep_fruits_danger_part_5;;;;;;
ep_fruits_danger;5;37;Michael;That's true. But timing and combinations matter.;ep_fruits_danger_part_5;;;;;;
ep_fruits_danger;5;38;Hiroshi;If this information helped you, please share it with someone over 60 who takes medications.;ep_fruits_danger_part_5;;;;;;
ep_fruits_danger;5;39;Michael;This could prevent a serious hospitalization. Or save a life.;ep_fruits_danger_part_5;;;;;;
ep_fruits_danger;5;40;Hiroshi;And let us know in the comments. Are you eating any of these five dangerous fruits regularly?;ep_fruits_danger_part_5;;;;;;
ep_fruits_danger;6;1;Michael;We read every comment. We want to hear your stories.;ep_fruits_danger_part_6;;;;;;
ep_fruits_danger;6;2;Hiroshi;Next time, we're talking about something Michael and I disagree on strongly.;ep_fruits_danger_part_6;;;;;;
ep_fruits_danger;6;3;Michael;Coffee. Specifically, when to drink it after 60.;ep_fruits_danger_part_6;;;;;;
ep_fruits_danger;6;4;Hiroshi;Michael drinks it immediately upon waking. Which is terrible.;ep_fruits_danger_part_6;;;;;;
ep_fruits_danger;6;5;Michael;We'll see what the research says.;ep_fruits_danger_part_6;;;;;;
