episode_id,part_idx,scene_idx,text,speaker,broll_query,title,template_url,,brolls
ep_pomegranate,1,51,"Если проблема серьёзная, длится больше трёх месяцев подряд — обязательно пройдите обследование.",Mandalina,doctor consulting male patient office medical discussion,ep_pomegranate_p1,,,doctor consulting male patient office medical discussion
ep_pomegranate,1,52,Эректильная дисфункция может быть сигналом о серьёзных проблемах с вашим сердцем.,Mandalina,heart anatomy medical 3d visualization cardiovascular,ep_pomegranate_p1,,,heart anatomy medical 3d visualization cardiovascular
ep_pomegranate,1,53,"Те же самые сосуды, что в половом органе — идут к сердцу напрямую.",Mandalina,,ep_pomegranate_p1,,,
ep_pomegranate,1,54,"Если там плохой кровоток сейчас — возможно, в сердце не всё хорошо.",Mandalina,clogged artery heart disease medical risk visualization,ep_pomegranate_p1,,,clogged artery heart disease medical risk visualization
ep_pomegranate,1,55,Не игнорируйте эти сигналы. Сходите к урологу или кардиологу как можно быстрее.,Mandalina,,ep_pomegranate_p1,,,
ep_pomegranate,1,56,Давайте сейчас подведём итог. Что самое важное нужно запомнить из этого видео.,Mandalina,,ep_pomegranate_p1,,,
ep_pomegranate,1,57,Первое: гранатовый сок улучшает кровоток через выработку оксида азота в сосудах.,Mandalina,,ep_pomegranate_p1,,,
ep_pomegranate,1,58,"Второе: только стопроцентный сок, двести-двести пятьдесят миллилитров каждый день обязательно.",Mandalina,pomegranate juice glass measurement portion size,ep_pomegranate_p1,,,pomegranate juice glass measurement portion size
ep_pomegranate,1,59,Третье: пейте за один-два часа до близости или утром натощак для профилактики.,Mandalina,,ep_pomegranate_p1,,,
ep_pomegranate,1,60,Четвёртое: усильте эффект грецкими орехами и тёмным шоколадом. Комбинация работает мощнее.,Mandalina,walnuts dark chocolate combination healthy pairing,ep_pomegranate_p1,,,walnuts dark chocolate combination healthy pairing
ep_pomegranate,1,61,"Пятое: курс четыре недели, без пропусков вообще. Эффект накопительный, не мгновенный.",Mandalina,,ep_pomegranate_p1,,,
ep_pomegranate,1,62,"Шестое: проверьте противопоказания обязательно. Диабет, давление, статины — к врачу сначала.",Mandalina,,ep_pomegranate_p1,,,
ep_pomegranate,1,63,Седьмое: если серьёзная проблема длится долго — обязательно пройдите полное обследование.,Mandalina,,ep_pomegranate_p1,,,
ep_pomegranate,1,64,"Мужчины, я хочу сказать вам одну очень важную вещь сейчас честно.",Mandalina,,ep_pomegranate_p1,,,
ep_pomegranate,1,65,"То, что вы столкнулись с этой проблемой — это абсолютно нормально.",Mandalina,confident mature male strong healthy posture wellness,ep_pomegranate_p1,,,confident mature male strong healthy posture wellness
ep_pomegranate,1,66,Миллионы мужчин после пятидесяти проходят через это каждый день. Вы не одиноки.,Mandalina,,ep_pomegranate_p1,,,
ep_pomegranate,1,67,Попробуйте гранатовый сок в течение целого месяца. Дайте телу время восстановиться правильно.,Mandalina,,ep_pomegranate_p1,,,
ep_pomegranate,1,68,Если видео помогло вам — поставьте лайк. Это поможет другим мужчинам найти.,Mandalina,,ep_pomegranate_p1,,,
ep_pomegranate,1,69,Подпишитесь на канал для честных разговоров о мужском здоровье совсем без стыда.,Mandalina,,ep_pomegranate_p1,,,
ep_pomegranate,1,70,"В следующем видео расскажу три упражнения для потенции. До встречи, берегите себя.",Mandalina,active mature male exercising outdoors energetic fitness,ep_pomegranate_p1,,,active mature male exercising outdoors energetic fitness
