episode_id,part_idx,scene_idx,text,speaker,broll_query,title,template_url,,brolls
ep_sauna_danger,1,4,Ваши тестикулы рассчитаны работать при тридцати четырех градусах максимум. Не зря они висят снаружи а не запрятаны внутрь живота.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,5,Природа специально вынесла их за пределы тела чтобы они были холоднее на три градуса чем всё остальное в организме вашем.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,6,А вы берете и жаритесь при девяноста градусах в парилке. Это как двигатель перегреть намеренно. Он потом нормально не заведется.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,7,Первое что страдает от перегрева это сперматогенез. Процесс производства сперматозоидов. Он просто останавливается при высокой температуре полностью.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,8,Исследования показывают четко: один заход в сауну на тридцать минут и качество спермы падает на сорок процентов сразу же.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,9,Сорок процентов потери мужики! И восстанавливается это дело не за день не за два а долгими месяцами терпения.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,10,Вы сейчас думаете про себя: ну и ладно мне дети больше не нужны уже. Но это не только про детей.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,11,Потому что те же самые клетки которые делают сперматозоиды они же производят тестостерон ваш. Клетки Лейдига называются в медицине.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,12,И когда вы перегреваете яйца в бане эти клетки Лейдига тоже страдают сильно. Тестостерон падает на тридцать сорок процентов.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,13,Вот вам цифры из университета Хельсинки: тридцать минут при восьмидесяти градусах минус сорок процентов тестостерона в крови немедленно.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,14,Восстановление занимает от двух до пяти дней в среднем. Но если вы ходите в баню два раза в неделю постоянно?,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,15,Тогда ваш тестостерон живет в постоянной яме глубокой. Организм просто не успевает восстановиться между заходами в парилку вашу.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,16,А низкий тестостерон это что значит для мужика после пятидесяти лет? Это усталость либидо ноль мышцы слабеют жир растет.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,17,И вы думаете что это возраст такой пришел неизбежный. А на самом деле вы сами себя угробили баней еженедельной.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,18,Но это еще не самое страшное что баня делает с вами мужики. Сейчас про сосуды расскажу и сердце ваше.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,19,Когда вы заходите в сауну девяносто градусов сосуды резко расширяются от жара. Кровь приливает к коже сильно.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,20,Сердце начинает биться как сумасшедшее до ста сорока ударов в минуту. Это как бег на максимальной скорости для организма.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,21,А потом вы выходите из бани и прыгаете в холодную воду или снег. Сосуды схлопываются мгновенно обратно резко.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,22,Представьте садовый шланг: сначала раздули его максимально потом сжали сильно. Так несколько раз подряд за вечер делаете с сосудами.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,23,Молодые сосуды это выдержат может быть. А после пятидесяти ваши сосуды уже не резиновые совсем. Они жесткие хрупкие.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,24,И каждый такой перепад температуры это микротравмы стенок сосудов. Они трескаются внутри незаметно для вас сначала медленно.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,25,А где микротравмы там потом холестерин откладывается быстро. Атеросклероз начинается. Бляшки растут в артериях постепенно годами.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,26,Плюс резкий перепад давления это огромный стресс для сердца вашего. Особенно если у вас уже есть гипертония скрытая.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,27,Статистика из Финляндии показывает: мужчины которые ходят в сауну больше четырех раз в неделю умирают от инфарктов чаще.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,28,Чаще на двадцать семь процентов чем те кто ходит раз в неделю максимум. Двадцать семь процентов разница большая мужики.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,29,И это не я придумал это финны сами себя изучили. А они в банях понимают больше всех на планете точно.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,30,Теперь про кортизол гормон стресса. Вы думаете баня расслабляет? Да для головы может быть. Но для тела это жесткий стресс.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,31,Организм воспринимает высокую температуру как угрозу жизни. И выбрасывает кортизол в кровь защитный. Это нормальная реакция выживания древняя.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,32,После тридцати минут в сауне уровень кортизола подскакивает в два раза минимум. И держится повышенным несколько часов потом еще.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,33,А кортизол это прямой враг тестостерона номер один. Когда кортизол высокий тестостерон падает автоматически всегда. Природа так устроила механизм.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,34,Логика простая: если организм в стрессе выживает сейчас ему не до размножения. Поэтому половые гормоны отключаются временно экономии ради.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,35,Плюс хронически высокий кортизол это разрушение мышц ваших. Он буквально сжигает мышечную ткань для получения энергии быстрой в крови.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,36,Вот почему мужики которые фанатеют от бани часто выглядят дряблыми. Не толстые но мышц нет совсем. Кортизол их съел.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,37,И еще момент важный про обезвоживание. В бане вы теряете от пол-литра до литра жидкости за один заход.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,38,Кровь сгущается сильно от потери воды. Сердцу тяжелее прокачивать густую кровь по сосудам. Давление растет. Риск тромбов увеличивается резко.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,39,А густая кровь это плохое питание для всех органов включая ваши яйца. Кислорода меньше приходит. Питательных веществ меньше тоже.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,40,Клетки Лейдига которые делают тестостерон начинают работать хуже. Недополучают кислород и материалы для синтеза гормона нужные им постоянно.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,41,Так что же делать теперь мужики? Совсем баню бросить навсегда? Не обязательно но правила надо знать железные.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,42,Правило первое: температура не выше семидесяти градусов. Семьдесят это максимум безопасный для тестостерона. Не девяносто не сто.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,43,Правило второе: время не больше пятнадцати минут за один заход. Не тридцать не сорок. Пятнадцать минут максимум один раз.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,44,Правило третье: частота не чаще одного раза в неделю. Раз в неделю организм успевает восстановиться полностью. Два раза это уже много.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,45,Правило четвертое: никаких резких контрастов. Не прыгайте в ледяную воду сразу из парилки. Это убийство для сосудов ваших старых.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,46,Выходите из сауны посидите десять минут в тепле. Потом теплый душ комнатной температуры. Постепенное остывание организма безопасное правильное.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,47,Правило пятое: пейте воду до бани во время и после. Минимум литр воды компенсировать потери. Иначе кровь сгущается опасно быстро.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,48,И запомните: если у вас гипертония или проблемы с сердцем баня вообще противопоказана строго. Обсудите с врачом кардиологом обязательно.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,49,Теперь про альтернативы безопасные для тех кто хочет тепловые процедуры без риска. Первое это контрастный душ правильный домашний.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,50,Начинаете с теплой воды три минуты. Потом прохладная вода тридцать секунд. Не ледяная прохладная. Повторить три четыре цикла максимум.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,51,Это тренирует сосуды мягко без экстремальных перепадов. Кровообращение улучшается. Но стресс минимальный для организма. Тестостерон не страдает совсем.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,52,Второй вариант теплая ванна сорок пять пятьдесят градусов максимум. Не горячая теплая приятная. Пятнадцать двадцать минут полежать расслабиться спокойно.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,53,Это расслабляет мышцы улучшает сон снимает напряжение. Но яйца не перегреваете. Тестостерон остается в норме. Сосуды не травмируются резкими скачками.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,54,Третий вариант инфракрасная сауна. Там температура воздуха всего пятьдесят шестьдесят градусов. Прогревает тело изнутри мягко без перегрева яиц опасного.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,55,Исследования показывают: инфракрасная сауна не снижает тестостерон так сильно. Потому что яйца не варятся. Прогрев мягкий глубокий безопасный.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,56,И еще момент про тайминг важный. Если уж ходите в баню не делайте это вечером перед сном никогда. Делайте утром днем.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,57,Потому что баня поднимает температуру тела на несколько часов. А для хорошего сна нужно чтобы температура тела падала наоборот вечером.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,58,Если париться вечером сон будет плохой поверхностный. А плохой сон это минус двадцать процентов тестостерона сразу на утро гарантированно.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,59,Так что баня вечером это двойной удар по тестостерону. Сначала перегрев яиц. Потом плохой сон недовосстановление. Тестостерон в яме глубокой.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,60,Давайте подведем итоги что мы узнали сегодня про баню и мужское здоровье. Первое: высокая температура варит ваши яйца буквально реально.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,61,Сперматогенез останавливается. Клетки Лейдига страдают. Тестостерон падает на тридцать сорок процентов минимум после каждого захода в парилку горячую.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,62,Второе: резкие перепады температуры это микротравмы сосудов. После пятидесяти лет это прямой путь к атеросклерозу инфарктам опасным смертельным.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,63,Третье: баня повышает кортизол гормон стресса сильно. А кортизол убивает тестостерон разрушает мышцы. Вы стареете быстрее выглядите хуже слабее.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,64,Четвертое: обезвоживание сгущает кровь. Густая кровь это плохое питание органов включая яйца. Тестостерон производится хуже постоянно меньше падает.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,65,Если хотите париться соблюдайте правила железные: семьдесят градусов максимум. Пятнадцать минут один заход. Раз в неделю не чаще совсем.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,66,Никаких ледяных прыжков после парилки. Постепенное остывание безопасное. Пить воду литрами. Делать утром днем никогда не вечером перед сном.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,67,Альтернативы безопасные: контрастный душ домашний. Теплая ванна сорок пять градусов. Инфракрасная сауна пятьдесят шестьдесят градусов максимальная температура щадящая.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,68,Запомните мужики: традиции это хорошо. Но ваше здоровье важнее любых традиций. Не надо варить яйца ради того чтобы попариться.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,69,Берегите тестостерон. Берегите сосуды. Берегите сердце. Потому что после пятидесяти запас прочности уже не тот что был раньше молодости.,Batya,,ep_sauna_danger_p1,,,
ep_sauna_danger,1,70,Если видео помогло ставьте лайк. Подписывайтесь на канал. Пишите в комментариях ходите ли вы в баню. Всем здоровья мужики береги яйца смолоду.,Batya,,ep_sauna_danger_p1,,,
dangerous_habits_after_60,1,1,"Every year... almost 800,000 Americans have a stroke. Every 40 seconds, someone in the United States has a stroke. And every 3 minutes and 14 seconds... for someone, it's their last.",Michael,,Dangerous Habits After 60 + Japanese Longevity Secrets,https://app.heygen.com/template/your_template_id,,
dangerous_habits_after_60,1,2,And the risk? It DOUBLES every decade after 50.,Hiroshi,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,3,Which means if you're over 60... you need to pay attention right now.,Michael,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,4,"Michael, I need to tell you something. You're doing three things every morning that are aging your cardiovascular system faster than smoking.",Hiroshi,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,5,What? I don't even smoke!,Michael,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,6,I know. But your coffee habit? It's worse.,Hiroshi,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,7,Okay... you've got my attention. And probably scared everyone watching.,Michael,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,8,"Good. Because today we're going to show you what 90% of Americans do wrong, and what Japanese centenarians do RIGHT. Simple habits that can cut your stroke risk by up to 40%.",Hiroshi,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,9,Even I'm changing my routine after this conversation. And I've been doing it the same way for FORTY YEARS.,Michael,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,10,And I want you to do something right now. Think about YOUR morning. Really think about it.,Hiroshi,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,11,"Yeah, how many of you watching hit snooze, jump out of bed, head straight for the coffee pot before you've even had water?",Michael,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,12,"Write in the comments if this sounds like you. Because you're not alone. But by the end of this video, you'll know exactly how to protect yourself.",Hiroshi,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,13,"Thanks to these Japanese habits that Hiroshi's going to share... you can actually lower your risk. Real, practical changes that work.",Michael,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,14,"So let's not waste time. Michael, tell them what we're covering today.",Hiroshi,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,15,"Alright. Hello everyone, Doctor Michael Harris here.",Michael,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,16,"And Hiroshi Saito. Michael, you remember our argument last week about coffee?",Hiroshi,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,17,How could I forget? You told me I was... what was it... slowly poisoning my patients?,Michael,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,18,"I didn't say poisoning... okay, maybe I IMPLIED it.",Hiroshi,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,19,"Well, today we're tackling the habits that are silently increasing your stroke risk.",Michael,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,20,"And I'm going to share what people in Japan, who live longer than almost anyone on Earth, do differently. Starting with the morning, because that's where most people are making their biggest, most DANGEROUS mistakes.",Hiroshi,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,21,"Alright, let me paint a picture. And I want you watching to see if this sounds familiar. 6:30 AM. Alarm goes off. You hit snooze once, maybe twice.",Michael,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,22,Then what happens?,Hiroshi,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,23,"You throw off the covers, swing your legs out of bed, stand up fast because you're already running late. You shuffle to the kitchen. First thing? Coffee. Strong. Black. Before you've had a single bite of food.",Michael,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,24,And then?,Hiroshi,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,25,"Maybe a quick shower, some toast if you're lucky, and you're out the door. That was me for FORTY YEARS. Every single morning.",Michael,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,26,"And that routine, that EXACT sequence, is creating what we call in Japan... san-aku no asa.",Hiroshi,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,27,Which means?,Michael,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,28,The three morning evils.,Hiroshi,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,29,That sounds... dramatic.,Michael,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,30,"It IS dramatic. Because each one of those actions, jumping out of bed, coffee on an empty stomach, rushing, they compound. Your body after 60 cannot handle that stress anymore.",Hiroshi,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,31,"Okay, let me explain what's actually happening. Because when I learned this... it terrified me. After 60, your blood pressure regulation, it's not what it used to be. There's this thing called orthostatic hypotension.",Michael,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,32,In simple terms?,Hiroshi,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,33,"When you stand up fast, your blood pressure DROPS. Your brain doesn't get enough oxygen for a few seconds. You might feel dizzy, lightheaded.",Michael,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,34,And if you add coffee to that...,Hiroshi,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,35,"On an empty stomach, you're spiking your cortisol. Your stress hormone. Which tightens your blood vessels.",Michael,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,36,While your blood pressure is already unstable.,Hiroshi,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,37,"Exactly. I had a patient, David, 67 years old. Active guy, played tennis three times a week. One morning, same routine he'd done for decades. Alarm, jump out of bed, coffee, shower.",Michael,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,38,What happened?,Hiroshi,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,39,"He collapsed in the bathroom. Stroke. We got him to the hospital in time, but... he lost function in his left arm. Could've been prevented.",Michael,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,40,"This is why in Japan, we teach elderly people... never rush the morning. Never. Let me tell you what I do. And what my grandmother taught me when I was young.",Hiroshi,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,41,I'm listening.,Michael,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,42,"When I wake up, first thing, I don't move. I lie there. Eyes open. I take five slow breaths.",Hiroshi,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,43,You're serious? You just... lie there?,Michael,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,44,"Yes. Because I'm letting my blood pressure stabilize. My body is transitioning from sleep to wake. Then, slow movements. I wiggle my toes. Rotate my ankles. Flex my fingers. I'm waking up my circulation gradually.",Hiroshi,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,45,"Okay, then what?",Michael,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,46,"After one minute, not before, I roll onto my side. I sit up slowly. I sit on the edge of the bed for 30 seconds.",Hiroshi,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,47,30 seconds of just... sitting?,Michael,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,48,30 seconds that could save your life.,Hiroshi,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,49,"Okay, but what about coffee? Because I LOVE my coffee.",Michael,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,50,"I love coffee too! But timing matters. In Japan, we have a saying. Mizu-ichi, shoku-ni, kohi-san.",Hiroshi,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,51,Which is?,Michael,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,52,"Water first, food second, coffee third. When you wake up, you're dehydrated. Eight hours without water. So first, room temperature water. Not cold. 250 milliliters.",Hiroshi,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,53,Then breakfast?,Michael,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,54,"Yes. Light breakfast. Even just rice with natto, or miso soup. Something gentle. THEN coffee. 60 to 90 minutes after waking.",Hiroshi,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,55,60 to 90 MINUTES?!,Michael,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,56,"Yes. By then, your cortisol has naturally peaked and started to come down. Coffee won't create that dangerous spike.",Hiroshi,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,57,"So here's the thing. After Hiroshi told me all this, I was skeptical. Really skeptical.",Michael,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,58,But you tried it?,Hiroshi,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,59,"I tried it for two weeks. The slow wake-up. Water first. Waiting for my coffee. My blood pressure, I track it, it's down 12 points in the morning. TWELVE.",Michael,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,60,And how do you feel?,Hiroshi,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,61,Honestly? I feel... calmer. Less jittery. And I'm not crashing at 2 PM anymore.,Michael,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,62,"Because you're working WITH your body's natural rhythm, not against it.",Hiroshi,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,63,"Alright, so we've tackled the morning. But there's another habit that's even MORE dangerous.",Michael,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,64,And most people over 60 are doing it without even thinking about it.,Hiroshi,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,65,Medications.,Michael,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,66,"Not just taking them, but HOW you're taking them. And how many.",Hiroshi,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,67,"I have patients who come in with a bag. A literal BAG of pill bottles. 8, 10, sometimes 15 different medications.",Michael,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,68,"In Japan, we call this... kusuri-zuke. Medicine pickling.",Hiroshi,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,69,Medicine pickling?,Michael,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,1,70,"Yes. Like pickling vegetables. You're preserving yourself in medications. And it's not always necessary. Here's what happens in America. You go to your cardiologist, they prescribe something for your heart. Then your endocrinologist adds something for diabetes. Your GP adds a statin. Maybe a sleep aid. Before you know it, you're on 10 pills.",Hiroshi,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,2,1,And here's the scary part. Each doctor might not know what the OTHER doctors prescribed. So nobody's looking at the WHOLE picture.,Michael,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,2,2,"This is called polypharmacy. And after 60, it becomes very dangerous.",Hiroshi,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,2,3,"I had a patient, Susan, 71. She was on 12 medications. TWELVE. She came to me because she was exhausted all the time. Couldn't think clearly. Dizzy.",Michael,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,2,4,What did you find?,Hiroshi,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,2,5,"We did a medication review. Turns out, three of her drugs were interacting with each other. One was causing her dizziness. Another was making her tired. We cut her down to 6 medications.",Michael,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,2,6,And the result?,Hiroshi,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,2,7,Within two weeks... she was a different person. Energy back. Mind clear.,Michael,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,2,8,"In Japan, we have a different approach. We ask... can food do this job instead? Can lifestyle changes reduce the need for this medication?",Hiroshi,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,2,9,Give me an example.,Michael,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
dangerous_habits_after_60,2,10,"High blood pressure. In America, immediate medication. In Japan, we first try... salt reduction, walking, stress management, fermented foods like miso.",Hiroshi,,Dangerous Habits After 60 + Japanese Longevity Secrets,,,
