episode_id,part_idx,scene_idx,text,speaker,broll_query,title,template_url,brolls
dementia_vegetables,1,37,Which is?,Michael,,dementia_vegetables_p1,,
dementia_vegetables,1,38,"Mediterranean elders eat tomatoes COOKED, slowly simmered with olive oil, in small amounts as part of a meal. Americans? They eat raw tomatoes in massive salads, dump ketchup on everything, drink tomato juice by the gallon.",Hiroshi,,dementia_vegetables_p1,,
dementia_vegetables,1,39,"Okay, but what's the actual HARM?",Michael,,dementia_vegetables_p1,,
dementia_vegetables,1,40,Solanine — a glycoalkaloid toxin that's concentrated in tomatoes. And here's the terrifying part: it crosses the blood-brain barrier.,Hiroshi,,dementia_vegetables_p1,,
dementia_vegetables,1,41,"Once it's IN the brain, what does it do?",Michael,,dementia_vegetables_p1,,
dementia_vegetables,1,42,"It disrupts acetylcholine production — that's the neurotransmitter responsible for memory and learning. Without acetylcholine, your brain literally can't form new memories.",Hiroshi,brain acetylcholine receptors medical,dementia_vegetables_p1,,brain acetylcholine receptors medical
dementia_vegetables,1,43,That's... that's the same mechanism as Alzheimer's drugs. They try to BOOST acetylcholine.,Michael,,dementia_vegetables_p1,,
dementia_vegetables,1,44,Exactly! You're taking medications to increase it... while eating tomatoes that destroy it. It's medical insanity.,Hiroshi,,dementia_vegetables_p1,,
dementia_vegetables,1,45,"In Eastern medicine, you talk about cold dampness in the brain from tomatoes, right?",Michael,,dementia_vegetables_p1,,
dementia_vegetables,1,46,Yes... but you always want the scientific translation.,Hiroshi,,dementia_vegetables_p1,,
dementia_vegetables,1,47,I do!,Michael,,dementia_vegetables_p1,,
dementia_vegetables,1,48,"Cold dampness means tomatoes slow cerebral circulation — blood flow to the brain decreases, especially in elderly people whose circulation is already compromised.",Hiroshi,reduced blood flow brain scan,dementia_vegetables_p1,,reduced blood flow brain scan
dementia_vegetables,1,49,"Reduced perfusion... less oxygen, less glucose reaching neurons. That's a recipe for cognitive decline.",Michael,,dementia_vegetables_p1,,
dementia_vegetables,1,50,Your science just validated two thousand years of Chinese medicine.,Hiroshi,,dementia_vegetables_p1,,
dementia_vegetables,1,51,There's a study from Rush University — twenty fourteen — they tracked over fifteen hundred elderly participants for six years.,Michael,,dementia_vegetables_p1,,
dementia_vegetables,1,52,What did they find?,Hiroshi,,dementia_vegetables_p1,,
dementia_vegetables,1,53,"Those consuming high amounts of solanine vegetables — tomatoes, peppers, eggplant — showed thirty-seven percent FASTER cognitive decline compared to those who avoided them.",Michael,,dementia_vegetables_p1,,
dementia_vegetables,1,54,Thirty-seven percent! And doctors STILL recommend tomatoes for heart health!,Hiroshi,,dementia_vegetables_p1,,
dementia_vegetables,1,55,Because they're obsessed with lycopene — the antioxidant. But they completely ignore the solanine sitting right next to it.,Michael,,dementia_vegetables_p1,,
dementia_vegetables,1,56,Classic Western reductionism... one good molecule doesn't cancel out the poison.,Hiroshi,,dementia_vegetables_p1,,
dementia_vegetables,1,57,Now... vegetable number three. This is where people will REALLY fight us.,Michael,,dementia_vegetables_p1,,
dementia_vegetables,1,58,I can already feel the angry comments coming...,Hiroshi,,dementia_vegetables_p1,,
dementia_vegetables,1,59,POTATOES.,Michael,raw potatoes rustic wood,dementia_vegetables_p1,,raw potatoes rustic wood
dementia_vegetables,1,60,"Michael, STOP! You can't attack potatoes! Mashed potatoes, baked potatoes, French fries — this is AMERICA!",Hiroshi,,dementia_vegetables_p1,,
dementia_vegetables,1,61,And THAT is exactly why American dementia rates are skyrocketing while Japan's remain stable.,Michael,,dementia_vegetables_p1,,
dementia_vegetables,1,62,Okay... I'm listening. But this better be good.,Hiroshi,,dementia_vegetables_p1,,
dementia_vegetables,1,63,Potatoes spike your blood sugar FASTER than eating pure table sugar. A baked potato has a glycemic index of ninety-five... table sugar is only sixty-five. Let that sink in.,Michael,,dementia_vegetables_p1,,
dementia_vegetables,1,64,So every time someone eats a potato...,Hiroshi,,dementia_vegetables_p1,,
dementia_vegetables,1,65,"Their blood sugar EXPLODES. And over years of this... it causes insulin resistance, not just in the body, but specifically IN THE BRAIN.",Michael,insulin resistance brain diagram,dementia_vegetables_p1,,insulin resistance brain diagram
dementia_vegetables,1,66,"They call that type three diabetes, yes?",Hiroshi,,dementia_vegetables_p1,,
dementia_vegetables,1,67,Exactly. Alzheimer's disease is literally brain diabetes. Your neurons become resistant to insulin... they can't absorb glucose anymore... and they slowly STARVE to death.,Michael,starving neurons medical animation,dementia_vegetables_p1,,starving neurons medical animation
dementia_vegetables,1,68,And memory dies first.,Hiroshi,,dementia_vegetables_p1,,
dementia_vegetables,1,69,Always. Now here's the myth that drives me CRAZY...,Michael,,dementia_vegetables_p1,,
dementia_vegetables,1,70,Let me guess — sweet potatoes are fine because they're healthier?,Hiroshi,,dementia_vegetables_p1,,
